Comp_ID,Smiles,Name,Family,Formula,MW,FP exp. (K),dnAB,dnCCDB2,dnQC,g-CH3,g-CH2-(linear),g-O-(ring),g>C=Oring,g-COO-(linear) ester,g-CH- (linear),g-CH=(lineal),g-CH= (ring),g-CH- (ring),g-CH2-(ring),dnOHprim,dnOHsec,dnOHter,Modularity
1,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",Alcohols,C6H14O6,182.17,422,0,0,0,0,2,0,0,0,4,0,0,0,0,2,4,0,0.46875
2,OCC[C@H](O)CO,"(2S)-butane-1,2,4-triol",Alcohols,C4H10O3,106.12,385,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,0,0.319444444
3,OC/C=C\CO,"(2Z)-but-2-ene-1,4-diol",Alcohols,C4H8O2,88.1,401.15,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0.291666667
4,CCCCC(CC)(CO)CO,"2-butyl-2-ethylpropane-1,3-diol",Alcohols,C9H20O2,160.25,386,0,0,1,2,6,0,0,0,0,0,0,0,0,2,0,0,0.399305556
5,CCCCCCC(CO)CCCC,2-butyloctan-1-ol,Alcohols,C12H26O,186.33,382.15,0,0,0,2,9,0,0,0,1,0,0,0,0,1,0,0,0.473333333
6,CCC(C)CO,2-methylbutan-1-ol,Alcohols,C5H12O,88.15,316.15,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0.26
7,CCC(C)(C)O,2-methylbutan-2-ol,Alcohols,C5H12O,88.15,294,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0.255102041
8,CCCC(C)CO,2-methylpentan-1-ol,Alcohols,C6H14O,102.17,319,0,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0.319444444
9,CC(O)CC(C)(C)O,"2-methylpentane-2,4-diol",Alcohols,C6H14O2,118.17,366,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,1,0.375
10,OCC(C)C,2-methylpropan-1-ol,Alcohols,C4H10O,74.12,301,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0.255102041
11,CC(C)(C)O,2-methylpropan-2-ol,Alcohols,C4H10O,74.12,284.26,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0.138888889
12,OCC(CO)(CO)CO,"2,2-bis(hydroxymethyl)propane-1,3-diol",Alcohols,C5H12O4,136.15,533.15,0,0,1,0,4,0,0,0,0,0,0,0,0,4,0,0,0.328125
13,CCC(CC)(CO)CO,"2,2-diethylpropane-1,3-diol",Alcohols,C7H16O2,132.2,374.15,0,0,1,2,4,0,0,0,0,0,0,0,0,2,0,0,0.328125
14,OCC(C)(C)CO,"2,2-dimethylpropane-1,3-diol",Alcohols,C5H12O2,104.15,371.15,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0.302469136
15,OCC(C)(C)CC(C)C,"2,2,4-trimethylpentan-1-ol",Alcohols,C8H18O,130.23,329.75,0,0,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0.37654321
16,OCC(C)(C)C(O)C(C)C,"2,2,4-trimethylpentane-1,3-diol",Alcohols,C8H18O2,146.23,383.15,0,0,1,4,1,0,0,0,2,0,0,0,0,1,1,0,0.395
17,OCC(C)C(C)C(C)C,"2,3,4-trimethylpentan-1-ol",Alcohols,C8H18O,130.23,333,0,0,0,4,1,0,0,0,3,0,0,0,0,1,0,0,0.388888889
18,OCC(C)CC(C)(C)C,"2,4,4-trimethylpentan-1-ol",Alcohols,C8H18O,130.23,333.15,0,0,1,4,2,0,0,0,1,0,0,0,0,1,0,0,0.37654321
19,OCCC(C)C,3-methylbutan-1-ol,Alcohols,C5H12O,88.15,316,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0.3359375
20,CC(O)C(C)C,3-methylbutan-2-ol,Alcohols,C5H12O,88.15,299.15,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0.3359375
21,CCCCC(C)(O)CC,3-methylheptan-3-ol,Alcohols,C8H18O,130.23,327,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0.399305556
22,OCCC(C)CC,3-methylpentan-1-ol,Alcohols,C6H14O,102.17,331.15,0,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0.319444444
23,CCC(C)(O)CC,3-methylpentan-3-ol,Alcohols,C6H14O,102.17,297.15,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0.302469136
24,CCC(C)CC(O)CC,5-methylheptan-3-ol,Alcohols,C8H18O,130.23,327,0,0,0,3,3,0,0,0,2,0,0,0,0,0,1,0,0.399305556
25,CCCCO,butan-1-ol,Alcohols,C4H10O,74.12,310,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0.255102041
26,CCC(C)O,butan-2-ol,Alcohols,C4H10O,74.12,296.15,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0.255102041
27,OCCC(C)O,"butane-1,3-diol",Alcohols,C4H10O2,90.12,382,0,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0.26
28,OCCCCO,"butane-1,4-diol",Alcohols,C4H10O2,90.12,407.15,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0.26
29,CC(O)C(C)O,"butane-2,3-diol",Alcohols,C4H10O2,90.12,358.15,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0.3359375
30,CCCCCCCCCCO,decan-1-ol,Alcohols,C10H22O,158.28,378,0,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0.44214876
31,OCCO,"ethane-1,2-diol",Alcohols,C2H6O2,62.07,383.15,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0.166666667
32,CCO,ethanol,Alcohols,C2H6O,46.07,286,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.1875
33,CCCCCCCO,heptan-1-ol,Alcohols,C7H16O,116.2,346,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0.375
34,CCCCCC(C)O,heptan-2-ol,Alcohols,C7H16O,116.2,332.15,0,0,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0.3671875
35,CCCCC(C)O,hexan-2-ol,Alcohols,C6H14O,102.17,314,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0.375
36,OCCCCCCO,"hexane-1,6-diol",Alcohols,C6H14O2,118.17,420.15,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0.375
37,CC(O)CCC(C)O,"hexane-2,5-diol",Alcohols,C6H14O2,118.17,374,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,0.3671875
38,CCCCCCCCCO,nonan-1-ol,Alcohols,C9H20O,144.25,353,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0.415
39,CCCCCCCCO,octan-1-ol,Alcohols,C8H18O,130.23,354,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0.388888889
40,CCCCCCC(C)O,octan-2-ol,Alcohols,C8H18O,130.23,358,0,0,0,2,5,0,0,0,1,0,0,0,0,0,1,0,0.423076923
41,CCCCCO,pentan-1-ol,Alcohols,C5H12O,88.15,330,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0.26
42,CCCC(C)O,pentan-2-ol,Alcohols,C5H12O,88.15,314,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0.3359375
43,CCC(O)CC,pentan-3-ol,Alcohols,C5H12O,88.15,313,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0.3359375
44,OCCCCCO,"pentane-1,5-diol",Alcohols,C5H12O2,104.15,402.15,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0.319444444
45,CCCO,propan-1-ol,Alcohols,C3H8O,60.09,298,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0.166666667
46,CC(C)O,propan-2-ol,Alcohols,C3H8O,60.09,285.15,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0.16
47,CCC(O)O,"propane-1,1-diol",Alcohols,C3H8O2,76.09,372,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0.255102041
48,OCC(O)CO,"propane-1,2,3-triol",Alcohols,C3H8O3,92.09,433.15,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,0,0.26
49,OCCCO,"propane-1,3-diol",Alcohols,C3H8O2,76.09,352.15,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0.255102041
50,CCCCCCC(C)c1ccccc1,(1-methylheptyl)benzene,Aromatics,C14H22,190.32,373,6,3,0,2,5,0,0,0,1,0,5,0,0,0,0,0,0.419375
51,CC(C)(C)Cc1ccccc1,"(2,2-dimethylpropyl)benzene",Aromatics,C11H16,148.24,323,6,3,1,3,1,0,0,0,0,0,5,0,0,0,0,0,0.449380165
52,CC(C)c1ccccc1C,1-ethyl-2-isopropylbenzene,Aromatics,C10H14,134.22,331,6,3,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0.4473419
53,CCc1cccc(C)c1C,"1-ethyl-2,3-dimethylbenzene",Aromatics,C10H14,134.22,338,6,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0.277727478
54,CCc1ccc(C)cc1C,"1-ethyl-2,4-dimethylbenzene",Aromatics,C10H14,134.22,330,6,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0.316568047
55,CCc1ccc(C)cc1,1-ethyl-4-methylbenzene,Aromatics,C9H12,120.19,309.15,6,3,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0.267361111
56,C=Cc1ccccc1C,1-methyl-2-ethenylbenzene,Aromatics,C9H10,118.18,320.15,6,4,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0.256835938
57,Cc1cccc(c1)C(C)C,1-methyl-3-(propan-2-yl)benzene,Aromatics,C10H14,134.22,323,6,3,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0.370864198
58,C=Cc1cccc(C)c1,1-methyl-3-ethenylbenzene,Aromatics,C9H10,118.18,324.15,6,4,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0.319526627
59,CCCc1cccc(C)c1,1-methyl-3-propylbenzene,Aromatics,C10H14,134.22,325,6,3,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0.319526627
60,C=Cc1ccc(C)cc1,1-methyl-4-ethenylbenzene,Aromatics,C9H10,118.18,319,6,4,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0.319526627
61,CCc1ccccc1CC,"1,2-diethylbenzene",Aromatics,C10H14,134.22,330.37,6,3,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0.253808864
62,c1ccc(cc1)c1ccccc1c1ccccc1,"1,2-diphenylbenzene",Aromatics,C18H13,229.3,436,18,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.513429752
63,c1ccc(cc1)CCc1ccccc1,"1,2-diphenylethane",Aromatics,C14H13,181.25,402.04,12,6,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0.39212828
64,Cc1ccc(C)c(C)c1C,"1,2,3,4-tetramethylbenzene",Aromatics,C10H14,134.22,341.15,6,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0.298148807
65,Cc1cc(C)c(C)c(C)c1,"1,2,3,5-tetramethylbenzene",Aromatics,C10H14,134.22,336.48,6,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0.316568047
66,CCc1ccc(CC)c(CC)c1,"1,2,4-triethylbenzene",Aromatics,C12H18,162.27,353.15,6,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0.331496786
67,Cc1ccc(C)c(C)c1,"1,2,4-trimethylbenzene",Aromatics,C9H12,120.19,318.65,6,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0.236357659
68,CC(C)c1cccc(c1)C(C)C,"1,3-di(propan-2-yl)benzene",Aromatics,C12H18,162.27,349,6,3,0,4,0,0,0,0,2,0,4,0,0,0,0,0,0.370867769
69,c1ccc(cc1)c1cccc(c1)c1ccccc1,"1,3-diphenylbenzene",Aromatics,C18H12,228.29,464,18,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.47637051
70,CCc1cc(CC)cc(CC)c1,"1,3,5-triethylbenzene",Aromatics,C12H18,162.27,354.15,6,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0.366666667
71,CC(C)c1cc(cc(c1)C(C)C)C(C)C,"1,3,5-triisopropylbenzene",Aromatics,C15H24,204.35,359.82,6,3,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0.450980392
72,Cc1ccc(C)cc1,"1,4-dimethylbenzene",Aromatics,C8H10,106.16,298.15,6,3,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0.172831633
73,c1ccc(cc1)c1ccc(cc1)c1ccccc1,"1,4-diphenylbenzene",Aromatics,C18H12,228.29,480,18,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.47637051
74,CC(C)(c1ccccc1)c1ccccc1,"2,2-diphenylpropane",Aromatics,C15H15,195.28,383.15,12,6,1,2,0,0,0,0,0,0,10,0,0,0,0,0,0.537710007
75,CCc1ccc(C)c(C)c1,"4-ethyl-1,2-dimethylbenzene",Aromatics,C10H14,134.22,331,6,3,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0.298148807
76,Cc1ccc(cc1)C(C)C,4-isopropyltoluene,Aromatics,C10H14,134.22,320,6,3,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0.314128944
77,C1CCC(CC1)c1ccccc1,cyclohexylbenzene,Aromatics,C12H9,153.2,372,6,3,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0.388888889
78,c1ccc(cc1)Cc1ccccc1,diphenylmethane,Aromatics,C13H11,167.23,403.15,12,6,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0.389640441
79,C=Cc1ccccc1,ethenylbenzene,Aromatics,C8H8,104.15,305,6,4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0.288194444
80,CCc1ccccc1,ethylbenzene,Aromatics,C8H10,106.16,288.15,6,3,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0.237764792
81,c1ccc2CCCc2c1,indane,Aromatics,C9H10,118.18,321.65,6,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0.24852071
82,CC(C)Cc1ccccc1,isobutylbenzene,Aromatics,C10H14,134.22,325.15,6,3,0,2,1,0,0,0,1,0,5,0,0,0,0,0,0.455209535
83,CC(C)c1ccccc1,isopropylbenzene,Aromatics,C9H12,120.19,304.15,6,3,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0.436945266
84,CCCCc1ccccc1,n-butylbenzene,Aromatics,C10H14,134.22,323.15,6,3,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0.323242188
85,CCCCCCCCCCc1ccccc1,n-decylbenzene,Aromatics,C16H26,218.38,380,6,3,0,1,9,0,0,0,0,0,5,0,0,0,0,0,0.50446163
86,CCCCCCCCCCCCc1ccccc1,n-dodecylbenzene,Aromatics,C18H30,246.43,414,6,3,0,1,11,0,0,0,0,0,5,0,0,0,0,0,0.534320988
87,CCCc1ccccc1,n-propylbenzene,Aromatics,C9H12,120.19,303.15,6,3,0,1,2,0,0,0,0,0,5,0,0,0,0,0,0.288194444
88,CCCCCCCCCCCc1ccccc1,n-undecylbenzene,Aromatics,C17H28,232.4,417,6,3,0,1,10,0,0,0,0,0,5,0,0,0,0,0,0.509464575
89,CCCCCCCCCc1ccccc1,nonylbenzene,Aromatics,C15H24,204.35,372,6,3,0,1,8,0,0,0,0,0,5,0,0,0,0,0,0.485207101
90,CCCCCc1ccccc1,pentylbenzene,Aromatics,C11H16,148.24,338.15,6,3,0,1,4,0,0,0,0,0,5,0,0,0,0,0,0.364186851
91,CC(C)(C)c1ccccc1,tert-butylbenzene,Aromatics,C10H14,134.22,333.15,6,3,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0.436945266
92,C1CCc2ccccc2C1,tetralin,Aromatics,C10H12,132.2,350,6,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0.251807851
93,Cc1ccccc1,toluene,Aromatics,C7H8,92.14,277.15,6,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0.242036011
94,C[C@@H](O)c1ccccc1,(1R)-1-phenylethan-1-ol,Aromatics (Oxygenates),C8H10O,122.16,358.15,6,3,0,1,0,0,0,0,1,0,5,0,0,0,1,0,0.436945266
95,OCc1ccccc1C,(2-methylphenyl)methanol,Aromatics (Oxygenates),C8H10O,122.16,377.15,6,3,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0.259368836
96,OCc1cccc(C)c1,(3-methylphenyl)methanol,Aromatics (Oxygenates),C8H10O,122.16,378.15,6,3,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0.275308642
97,OCc1ccc(CO)cc1,[4-(hydroxymethyl)phenyl]methanol,Aromatics (Oxygenates),C8H10O2,138.16,461,6,3,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0.304733728
98,O=C(OCC1CCC(CC1)COC(=O)c1ccccc1)c1ccccc1,{4-[(benzoyloxy)methyl]cyclohexyl}methyl benzoate,Aromatics (Oxygenates),C22H22O4,350.41,434,12,6,0,0,2,0,0,2,0,0,10,2,4,0,0,0,0.572143998
99,CCC(O)c1ccccc1,1-phenylpropan-1-ol,Aromatics (Oxygenates),C9H12O,136.19,363.15,6,3,0,1,1,0,0,0,1,0,5,0,0,0,1,0,0.436945266
100,CC(O)Cc1ccccc1,1-phenylpropan-2-ol,Aromatics (Oxygenates),C9H12O,136.19,358.15,6,3,0,1,1,0,0,0,1,0,5,0,0,0,1,0,0.455209535
101,CCc1ccccc1O,2-ethylphenol,Aromatics (Oxygenates),C8H10O,122.16,351.15,6,3,0,1,1,0,0,0,0,0,4,0,0,0,0,2,0.259368836
102,OCc1ccco1,2-furylmethanol,Aromatics (Oxygenates),C5H6O2,98.1,356,5,2,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0.191135734
103,Cc1ccccc1O,2-methylphenol,Aromatics (Oxygenates),C7H8O,108.14,354,6,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0.237764792
104,OCCc1ccccc1,2-phenylethanol,Aromatics (Oxygenates),C8H10O,122.16,369,6,3,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0.288194444
105,OCC(C)c1ccccc1,2-phenylpropan-1-ol,Aromatics (Oxygenates),C9H12O,136.19,366.15,6,3,0,1,1,0,0,0,1,0,5,0,0,1,0,0,0.436945266
106,CC(C)(O)c1ccccc1,2-phenylpropan-2-ol,Aromatics (Oxygenates),C9H12O,136.19,360.15,6,3,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0.436945266
107,CCc1cccc(O)c1,3-ethylphenol,Aromatics (Oxygenates),C8H10O,122.16,367.15,6,3,0,1,1,0,0,0,0,0,4,0,0,0,0,2,0.275308642
108,Cc1cccc(O)c1,3-methylphenol,Aromatics (Oxygenates),C7H8O,108.14,368,6,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0.276701323
109,OCCCc1ccccc1,3-phenylpropan-1-ol,Aromatics (Oxygenates),C9H12O,136.19,373.15,6,3,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0.323242188
110,Oc1ccc(cc1)C(C)(C)c1ccc(O)cc1,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,Aromatics (Oxygenates),C15H15O2,227.28,480.15,12,6,1,2,0,0,0,0,0,0,8,0,0,0,0,4,0.436213018
111,Cc1ccc(O)cc1,4-methylphenol,Aromatics (Oxygenates),C7H8O,108.14,368,6,3,0,1,0,0,0,0,0,0,4,0,0,0,0,2,0.172831633
112,Oc1ccc(cc1O)C(C)(C)C,"4-tert-butylbenzene-1,2-diol",Aromatics (Oxygenates),C10H14O2,166.22,403,6,3,1,3,0,0,0,0,0,0,3,0,0,0,0,4,0.36264308
113,Oc1ccc(cc1)C(C)(C)C,4-tert-butylphenol,Aromatics (Oxygenates),C10H14O,150.22,386,6,3,1,3,0,0,0,0,0,0,4,0,0,0,0,2,0.33353151
114,Oc1ccccc1O,"benzene-1,2-diol",Aromatics (Oxygenates),C6H6O2,110.11,400,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0.237764792
115,Oc1ccc(O)cc1,"benzene-1,4-diol",Aromatics (Oxygenates),C6H6O2,110.11,438,6,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0.172831633
116,O=C(OCc1ccccc1)c1ccccc1,benzyl benzoate,Aromatics (Oxygenates),C14H11O2,211.24,418.15,12,6,0,0,1,0,0,1,0,0,10,0,0,0,0,0,0.475924745
117,CC(=O)OCc1ccccc1,benzyl ethanoate,Aromatics (Oxygenates),C9H10O2,150.17,363.15,6,3,0,1,1,0,0,1,0,0,5,0,0,0,0,0,0.444
118,O=COCc1ccccc1,benzyl methanoate,Aromatics (Oxygenates),C8H8O2,136.15,355,6,3,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0.452892562
119,CCCCOC(=O)c1ccccc1,butyl benzoate,Aromatics (Oxygenates),C11H14O2,178.23,379.15,6,3,0,1,3,0,0,1,0,0,5,0,0,0,0,0,0.446122449
120,CCCCOC(=O)c1ccccc1C(=O)OCCCC,di-n-butyl phthalate,Aromatics (Oxygenates),C16H22O4,278.34,430.15,6,3,0,2,6,0,0,2,0,0,4,0,0,0,0,0,0.56958862
121,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,di-n-nonyl phthalate,Aromatics (Oxygenates),C26H42O4,418.61,489.15,6,3,0,2,16,0,0,2,0,0,4,0,0,0,0,0,0.634577778
122,CCOC(=O)c1ccccc1C(=O)OCC,diethyl phthalate,Aromatics (Oxygenates),C12H14O4,222.24,390.37,6,3,0,2,2,0,0,2,0,0,4,0,0,0,0,0,0.503621548
123,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,diisobutyl phthalate,Aromatics (Oxygenates),C16H22O4,278.34,434.15,6,3,0,4,2,0,0,2,2,0,4,0,0,0,0,0,0.593887839
124,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,diisodecyl phthalate,Aromatics (Oxygenates),C28H46O4,446.66,505.37,6,3,0,4,14,0,0,2,2,0,4,0,0,0,0,0,0.678504155
125,COC(=O)c1cccc(c1)C(=O)OC,dimethyl isophthalate,Aromatics (Oxygenates),C10H10O4,194.18,411.15,6,3,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0.451704545
126,COC(=O)c1ccccc1C(=O)OC,dimethyl phthalate,Aromatics (Oxygenates),C10H10O4,194.18,419,6,3,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0.470795024
127,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,dioctyl phthalate,Aromatics (Oxygenates),C24H38O4,390.55,489,6,3,0,4,10,0,0,2,2,0,4,0,0,0,0,0,0.647892966
128,CCOC(=O)c1ccccc1,ethyl benzoate,Aromatics (Oxygenates),C9H10O2,150.17,357.15,6,3,0,1,1,0,0,1,0,0,5,0,0,0,0,0,0.373048907
129,Oc1ccccc1,phenol,Aromatics (Oxygenates),C6H6O,94.11,353,6,3,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0.242036011
130,OCc1ccccc1,phenylmethanol,Aromatics (Oxygenates),C7H8O,108.14,374,6,3,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0.237764792
131,Cc1ccc(O)c(C)c1,"xylen-2,4-ol",Aromatics (Oxygenates),C8H10O,122.16,368.15,6,3,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0.236357659
132,OCC1CCC=CC1,"1,2,3,6-tetrahydrobenzyl alcohol",Cyclic (Oxygenates),C7H12O,112.17,346.15,0,1,0,0,1,0,0,0,0,0,2,1,3,1,0,0,0.288927336
133,OCC1CCC(CO)CC1,"1,4-cyclohexanedimethanol",Cyclic (Oxygenates),C8H10O2,138.16,434.15,0,0,0,0,2,0,0,0,0,0,0,2,4,2,0,0,0.34
134,OCC1CCC(C)CC1,4-methyl-cyclohexane-methanol,Cyclic (Oxygenates),C8H16O,128.21,354,0,0,0,1,1,0,0,0,0,0,0,2,4,1,0,0,0.308641975
135,OC1CCCCC1,cyclohexanol,Cyclic (Oxygenates),C6H6O,94.11,341,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0.24556213
136,CC(=O)OC1CCCCC1,cyclohexyl ethanoate,Cyclic (Oxygenates),C8H14O2,142.2,330.15,0,0,0,1,0,0,0,1,0,0,0,1,5,0,0,0,0.369822485
137,O=COC1CCCCC1,cyclohexyl methanoate,Cyclic (Oxygenates),C7H12O2,128.17,324.15,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0.345
138,O=C1CCCCCO1,oxepan-2-one,Cyclic (Oxygenates),C6H10O2,114.14,382.15,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0.308641975
139,C1COC1=O,oxetan-2-one,Cyclic (Oxygenates),C3H4O2,72.06,343.15,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.1171875
140,O=C1CCCO1,oxolan-2-one,Cyclic (Oxygenates),C4H6O2,86.09,371.48,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0.224489796
141,C[C@@H]1CCC[C@@H](O)C1,trans-3-methylcyclohexanol,Cyclic (Oxygenates),C7H14O,114.18,335.15,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,0,0.288927336
142,CCC(CC)OC(=O)C,1-ethylpropyl ethanoate,Esters,C7H14O2,130.18,318,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0.401234568
143,CC(=C)OC(=O)C,1-methylethenyl ethanoate,Esters,C5H8O2,100.12,283,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.371527778
144,CCC(=O)OCC(C)(C)C,"2,2-dimethylpropyl propanoate",Esters,C8H16O2,144.21,334,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0.413194444
145,C=CCOC(=O)C(=C)C,allyl 2-methylpropenoate,Esters,C7H10O2,126.15,306.15,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.446745562
146,CC(=O)OCC=C,allyl ethanoate,Esters,C5H8O2,100.12,295.37,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0.375
147,CCCCOC(=O)C(=C)C,butyl 2-methylprop-2-enoate,Esters,C8H14O2,142.2,322,0,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0.475206612
148,CCCCOC(=O)CCC,butyl butanoate,Esters,C8H16O2,144.21,326.48,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0.445
149,CCCCOC(=O)C,butyl ethanoate,Esters,C6H12O2,116.16,295,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0.375
150,CCCCOC=O,butyl methanoate,Esters,C5H10O2,102.13,291,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0.37755102
151,CCCCOC(=O)CC,butyl propanoate,Esters,C7H14O2,130.18,305.37,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0.401234568
152,CCCCCCCCCCOC=O,decyl methanoate,Esters,C11H22O2,186.29,373,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0.477777778
153,C=CCOC(=O)/C=C\C(=O)OCC=C,diallyl (2Z)-but-2-enedioate,Esters,C10H12O4,196.2,393,0,3,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0.53625
154,CCCCOC(=O)/C=C\C(=O)OCCCC,dibutyl (2Z)-but-2-enedioate,Esters,C12H20O4,228.28,413,0,1,0,2,6,0,0,2,0,2,0,0,0,0,0,0,0.569444444
155,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,dibutyl decanedioate,Esters,C18H34O4,314.46,451.15,0,0,0,2,14,0,0,2,0,0,0,0,0,0,0,0,0.611531191
