Comp_ID,Smiles,Name,Family,Formula,MW,FP exp. (K),dnAB,dnCCDB2,dnQC,g-CH3,g-CH2-(linear),g-O-(ring),g>C=Oring,g-COO-(linear) ester,g-CH- (linear),g-CH=(lineal),g-CH= (ring),g-CH- (ring),g-CH2-(ring),dnOHprim,dnOHsec,dnOHter,Modularity
388,CCC(C)(C(C)C)C(C)C,"3-ethyl-2,3,4-trimethylpentane",Paraffins,C10H22,142.28,304,0,0,1,6,1,0,0,0,2,0,0,0,0,0,0,0,0.415
389,CCC(C(C)C)C(C)C,"3-ethyl-2,4-dimethylpentane",Paraffins,C9H20,128.25,288,0,0,0,5,1,0,0,0,3,0,0,0,0,0,0,0,0.4140625
390,CCCCC(C)(CC)CC,3-ethyl-3-methylheptane,Paraffins,C10H22,142.28,314,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0.395
391,CCC(C)(CC)CC,3-ethyl-3-methylpentane,Paraffins,C8H18,114.23,276,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0.306122449
392,CCC(C)CC(CC)CC,3-ethyl-5-methylheptane,Paraffins,C10H22,142.28,304,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0.395
393,CCCC(CC)CC,3-ethylhexane,Paraffins,C8H18,114.23,278,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0.3515625
394,CCCC(C)CC,3-methylhexane,Paraffins,C7H16,100.2,269,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0.319444444
395,CCCCCCC(C)CC,3-methylnonane,Paraffins,C10H22,142.28,311,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0.415
396,CCCCCC(C)CC,3-methyloctane,Paraffins,C9H20,128.25,297,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0.388888889
397,CCC(CC)(CC)CC,"3,3-diethylpentane",Paraffins,C9H20,128.25,294,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0.328125
398,CCCCCC(C)(C)CC,"3,3-dimethyloctane",Paraffins,C10H22,142.28,314,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0.395
399,CCC(C)(C)C(C)(C)CC,"3,3,4,4-tetramethylhexane",Paraffins,C10H22,142.28,304,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0.399305556
400,CCC(C)C(C)CC,"3,4-dimethylhexane",Paraffins,C8H18,114.23,277,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0.375
401,CCC(C)C(C)C(C)CC,"3,4,5-trimethylheptane",Paraffins,C10H22,142.28,304,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0.415
402,CCCC(C)CC(C)CC,"3,5-dimethyloctane",Paraffins,C10H22,142.28,314,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0.446745562
403,CCCC(CC)CCC,4-ethylheptane,Paraffins,C9H20,128.25,288,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0.364197531
404,CCCCC(CC)CCC,4-ethyloctane,Paraffins,C10H22,142.28,314,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0.395
405,CCCC(C)CCC,4-methylheptane,Paraffins,C8H18,114.23,279.15,0,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0.37755102
406,CCCCCC(C)CCC,4-methylnonane,Paraffins,C10H22,142.28,311,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0.415
407,CCCC(CCC)CCC,4-propylheptane,Paraffins,C10H22,142.28,314,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0.415
408,CCCC(C)(C)CCC,"4,4-dimethylheptane",Paraffins,C9H20,128.25,288,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0.401234568
409,CCCCC(C)CCCC,5-methylnonane,Paraffins,C10H22,142.28,312,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0.425925926
410,CC(C)C,isobutane,Paraffins,C4H10,58.12,190.15,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0.16
411,CCCC(C)C,isohexane,Paraffins,C6H14,86.17,250,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0.3359375
412,CCC(C)C,isopentane,Paraffins,C5H12,72.15,217.15,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0.255102041
413,CCCCCCCCCC,n-decane,Paraffins,C10H22,142.28,319,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0.415
414,CCCCCCCCCCCC,n-dodecane,Paraffins,C12H26,170.33,347,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0.46875
415,CCCCCCCCCCCCCCCCC,n-heptadecane,Paraffins,C17H36,240.47,421.15,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0.541522491
416,CCCCCC,n-hexane,Paraffins,C6H14,86.17,251.5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0.26
417,CCCCCCCCCCCCCCCCCCC,n-nonadecane,Paraffins,C19H40,268.52,441,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0.552631579
418,CCCCCCCCCCCCCCCCCC,n-octadecane,Paraffins,C18H38,254.49,438.15,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0.547839506
419,CCCCCCCC,n-octane,Paraffins,C8H18,114.23,286,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0.375
420,CCCCCCCCCCCCCCC,n-pentadecane,Paraffins,C15H32,212.41,388,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0.508888889
421,CCCCCCCCCCCCC,n-tridecane,Paraffins,C13H28,184.36,352,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0.482248521
422,CCCCCCCCCCC,n-undecane,Paraffins,C11H24,156.31,338.15,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0.44214876
