substrate identification,substrate name,substrate class in database,pH,carbon,nitrogen,sugar,fat,protein,lignin,dry matter,organic matter,state,pretreatment,pretreatment type,chemical oxygen demand (COD),Methane yield,Methane yield2,organic loading,organic loading3,experimental scale,reactor liquid volume,reactor gas volume,reactor liquid-to-gas ratio,configuration,buffer type used,buffer type final concentration,enzyme addition to reactor,enzyme brand,microorganisms addition to reactor,microorganism brand,mixing in reactor,rotation velocity,biomass preadaptation to substrates,duration of preadaptation,biomass dilution in reactor,biomass dilution factor,biomass preincubation,preincubation time,particle size of substrate decrease before addition to reactor,particle size of substrate before decrease,particle size of biomass decrease before addition to reactor,biomass dry matter,biomass organic matter,biomass organic matter4,biomass pH,biomass volatile organic acids (VOA),biomass total organic carbon (TOC),VOA/TOC,total nitrogen,ammonium nitrogen,ammonia,chemical oxygen demand (COD)5,temperature range,experimental temperature of anaerobic digestion,additional factor 1,additional factor 2,dry matter6,organic matter7,organic matter8,pH9,volatile organic acids (VOA),total organic carbon (TOC),VOA/TOC10,total nitrogen11,ammonium nitrogen12,ammonia13,chemical oxygen demand (COD)14,additional factor 115,additional factor 216,reference for citation
Grass,Grass,agricultural,,,,,,,,,,solid,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Clover,red Clover,agricultural,,,,,,,,,,solid,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Clover,red Clover,agricultural,,,,,,,,,,solid,,,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Sunflower,sun flower,agricultural,,,,,,,,,,solid,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Sunflower,sun flower,agricultural,,,,,,,,,,solid,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Grain,Wheat Grain,agricultural,,,,,,,,,,solid,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Grain,Wheat Grain,agricultural,,,,,,,,,,solid,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Grain,Rye Grain,agricultural,,,,,,,,,,solid,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
Grain,Rye Grain,agricultural,,,,,,,,,,solid,,,,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,,,,,,,,,,,,,,,,,Weiland. P. 2010. Biogas production: current state and perspectives. Applied Microbiology and Biotechnology. 85(4). 849-860.
WW sludge,dewatered sewage sludge,domestic,7.4,,,,,,,20.45,60.09,liquid,no,,,85,,2.5,,laboratory,6,,,semicontinuous,,,no,,,,,,,,,,,,,,,2.31,56.51,,7.8,,,,,321,26,,mesophilic,35,,,,,,,,,,,,,,OLR 2.5 gVS/L,,Duan. N.. Dong. B.. Wu. B.. Dai. X. 2012. High-solid anaerobic digestion of sewage sludge under mesophilic conditions: Feasibility study. Bioresource Technology. 104(0). 150-156.
WW sludge,dewatered sewage sludge,domestic,7.4,,,,,,,22.56,60.29,liquid,no,,,105,,3,,laboratory,6,,,semicontinuous,,,no,,,,,,,,,,,,,,,2.31,56.51,,7.8,,,,,321,26,,mesophilic,35,,,,,,,,,,,,,,OLR 3 gVS/L,,Duan. N.. Dong. B.. Wu. B.. Dai. X. 2012. High-solid anaerobic digestion of sewage sludge under mesophilic conditions: Feasibility study. Bioresource Technology. 104(0). 150-156.
WW sludge,dewatered sewage sludge,domestic,7.5,,,,,,,23.08,52.48,liquid,no,,,105,,2.95,,laboratory,6,,,semicontinuous,,,no,,,,,,,,,,,,,,,2.31,56.51,,7.8,,,,,321,26,,mesophilic,35,,,,,,,,,,,,,,OLR 2.95 gVS/L,,Duan. N.. Dong. B.. Wu. B.. Dai. X. 2012. High-solid anaerobic digestion of sewage sludge under mesophilic conditions: Feasibility study. Bioresource Technology. 104(0). 150-156.
Silage,Maize Silage,agricultural,,,,,,,,,,solid,no,,,390,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Straw,winter Wheat (Straw),agricultural,,,,,,,,,,solid,no,,,189,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Grass,Clover Grass,agricultural,,,,,,,,,,solid,no,,,335,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Straw,Barley Straw,agricultural,,,,,,,,,,solid,no,,,189,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Leaves,sugar beat Leaves,agricultural,,,,,,,,,,solid,no,,,210,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Silage,pressed Beet pulp Silage,agricultural,,,,,,,,,,solid,no,,,430,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Silage,Sunflower whole crop Silage,agricultural,,,,,,,,,,solid,no,,,300,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Lucerne,Lucerne,agricultural,,,,,,,,,,solid,no,,,335,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,333.7,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,283.2,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,280.4,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,365.9,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,302.1,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,268.2,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,312.6,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,325.6,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Maize,Maize,agricultural,,,,,,,,,,solid,no,,,286.8,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,229,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,342,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,254,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,228,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,245,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,343,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,307,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,244,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,243,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Wheat,Wheat,agricultural,,,,,,,,,,solid,no,,,251,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,286,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,255,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,265,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,232,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,212,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,213,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,264,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,236,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,241,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Triticale,Triticale,agricultural,,,,,,,,,,solid,no,,,223,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Grain,Rye,agricultural,,,,,,,,,,solid,no,,,140,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Grain,Rye,agricultural,,,,,,,,,,solid,no,,,243,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Grain,Rye,agricultural,,,,,,,,,,solid,no,,,275,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
Sunflower,Sunflower,agricultural,,,,,,,,,,solid,no,,,454,,,,laboratory,1,,,batch,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,mesophilic,38,,,,,,,,,,,,,,,,Amon. T.. Amon. B.. Kryvoruchko. V.. Machm├╝ller. A.. Hopfner-Sixt. K.. Bodiroza. V.. Hrbek. R.. Friedel. J.. P├Âtsch. E.. Wagentristl. H.. Schreiner. M.. Zollitsch. W. 2007. Methane production through anaerobic digestion of various energy crops grown in sustainable crop rotations. Bioresource Technology. 98(17). 3204-3212.
